"","X","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours","split_categories","price","X","ByAppointmentOnly","BusinessAcceptsCreditCards","BikeParking","RestaurantsPriceRange2","CoatCheck","RestaurantsTakeOut","RestaurantsDelivery","Caters","WiFi","BusinessParking","WheelchairAccessible","HappyHour","OutdoorSeating","HasTV","RestaurantsReservations","DogsAllowed","Alcohol","GoodForKids","RestaurantsAttire","Ambience","RestaurantsTableService","RestaurantsGoodForGroups","DriveThru","NoiseLevel","GoodForMeal","BusinessAcceptsBitcoin","Smoking","Music","GoodForDancing","AcceptsInsurance","BestNights","BYOB","Corkage","BYOBCorkage","HairSpecializesIn","Open24Hours","RestaurantsCounterService","AgesAllowed","DietaryRestrictions"
"221",118303,"t5n5IBvXYG55xXrq6hga3Q","Caffe Ida","1732 W Passyunk Ave","Philadelphia","PA",19145,39.924223,-75.175689,5,33,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'BYOB': 'True', 'Corkage': 'False', 'RestaurantsTableService': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True'}","Sandwiches, Food, Coffee & Tea, Restaurants, Italian","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}","['Sandwiches', 'Food', 'Coffee & Tea', 'Restaurants', 'Italian']",1,118303,"","True","True",1,"","True","True","True","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","True","True","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}","","","","",NA,"","True","False","",NA,NA,NA,NA,NA
"222",119372,"UXOji-MYsS0SL_0ccTjbKQ","PrimoHoagies","304 Market St","Philadelphia","PA",19106,39.949975,-75.146054,3,42,1,"{'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}"", 'Caters': 'True'}","Italian, Restaurants, Sandwiches","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-20:0'}","['Italian', 'Restaurants', 'Sandwiches']",1,119372,"","True","False",1,"","True","True","True","u'free'","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","False","True","False","","'none'","True","'casual'","{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}","","False","","","{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"223",119828,"d5fAUl4lKaNxGfiXj4Kygg","Little Italy Pizza","901 South St","Philadelphia","PA",19147,39.942855,-75.157207,3.5,241,1,"{'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False'}","Pizza, Food, Italian, Sandwiches, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}","['Pizza', 'Food', 'Italian', 'Sandwiches', 'Restaurants']",1,119828,"","True","True",1,"","True","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","True","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"224",119864,"lXVJLzBNEd5qWuoX1d1okQ","Ed's Buffalo Wings & Pizza","3513 Lancaster Ave","Philadelphia","PA",19104,39.9583155,-75.1928745,3,190,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Event Planning & Services, Restaurants, Sandwiches, Pizza, Middle Eastern, Caterers, Seafood, Vegetarian, Italian, Chicken Wings","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '11:0-1:0'}","['Event Planning & Services', 'Restaurants', 'Sandwiches', 'Pizza', 'Middle Eastern', 'Caterers', 'Seafood', 'Vegetarian', 'Italian', 'Chicken Wings']",1,119864,"","True","True",1,"","True","True","True","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","False","True","False","","u'none'","True","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","","True","","u'average'","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"225",120287,"Zjg5nixJ-sTr9B6tsDzClw","Mr Martino's Trattoria","1646 E Passyunk Ave","Philadelphia","PA",19148,39.929019,-75.164705,4,153,1,"{'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'False', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'HasTV': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsDelivery': 'True'}","Italian, Restaurants","{'Friday': '17:30-23:0', 'Saturday': '17:30-23:0', 'Sunday': '16:0-21:0'}","['Italian', 'Restaurants']",2,120287,"","False","True",2,"","False","True","False","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","False","False","True","","u'none'","False","u'casual'","{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"226",121217,"elSnD7Vuxnlg5_9gTqBqmA","Barra Rossa Ristorante","929 Walnut St","Philadelphia","PA",19107,39.9485666341,-75.157169,3.5,366,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}""}","Restaurants, Pizza, Italian, Gluten-Free","{'Monday': '0:0-0:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '11:0-21:0'}","['Restaurants', 'Pizza', 'Italian', 'Gluten-Free']",2,121217,"","True","True",2,"","True","True","True","u'free'","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","True","False","True","True","False","u'full_bar'","True","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","","True","","u'average'","{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"227",122022,"uF2HWZ3tTq91ZYdpwTWEzw","Evo Brickoven Pizza","277 W Mt Pleasant Ave","Philadelphia","PA",19119,40.0546098,-75.1939698,4,172,1,"{'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'ByAppointmentOnly': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WheelchairAccessible': 'True', 'HappyHour': 'False', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True'}","Pasta Shops, Food, Specialty Food, Restaurants, Sandwiches, Pizza, Salad, Italian","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:45', 'Wednesday': '11:0-20:45', 'Thursday': '11:0-20:45', 'Friday': '11:0-22:45', 'Saturday': '11:0-22:15', 'Sunday': '11:0-20:30'}","['Pasta Shops', 'Food', 'Specialty Food', 'Restaurants', 'Sandwiches', 'Pizza', 'Salad', 'Italian']",2,122022,"False","True","True",2,"","True","True","True","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","False","False","True","False","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","True","","u'quiet'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","False","","","",NA,"","","","",NA,NA,NA,NA,NA
"228",122872,"jK14ZI9sfjOsWcPrCOQBcQ","Rocco's Italian Sausage","1601 S Columbus Blvd","Philadelphia","PA",19148,39.9255959006,-75.1428020913,4.5,89,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Sandwiches, Breakfast & Brunch, Restaurants, Cheesesteaks, Italian","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '9:0-18:0'}","['Sandwiches', 'Breakfast & Brunch', 'Restaurants', 'Cheesesteaks', 'Italian']",1,122872,"","False","True",1,"","True","False","","u'no'","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","True","True","False","","u'none'","True","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"229",123185,"_xSCB2TZ-s6yTeafRnzK1w","Savas","3505 Lancaster Ave","Philadelphia","PA",19104,39.9583061,-75.1927263,3,228,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Food, Beer, Wine & Spirits, Pizza, Nightlife, American (Traditional), Bars, Italian, Restaurants","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}","['Food', 'Beer', 'Wine & Spirits', 'Pizza', 'Nightlife', 'American (Traditional)', 'Bars', 'Italian', 'Restaurants']",2,123185,"","True","True",2,"","True","True","True","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","True","True","True","True","","u'full_bar'","True","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","True","","u'average'","{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"230",123292,"Vnagnur1os0ZduOpvDH27A","Villa Di Roma","936 S 9th St","Philadelphia","PA",19147,39.9379512,-75.158238,4,421,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'False', 'BYOBCorkage': ""'no'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'full_bar'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Italian","{'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}","['Restaurants', 'Italian']",2,123292,"","False","True",2,"","True","False","False","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","False","True","True","","'full_bar'","True","'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","'no'",NA,NA,NA,NA,NA
"231",124283,"c0Ay-fVQFMgAaXVR3hhRGw","Alice Pizza","1234 Market St","Philadelphia","PA",19107,39.9523077,-75.1613011,4.5,10,1,"{'Alcohol': ""u'none'"", 'Corkage': 'False', 'Caters': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'BikeParking': 'True', 'HasTV': 'False', 'OutdoorSeating': 'False', 'BYOB': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}","Sandwiches, Pizza, Restaurants, Gelato, Food, Italian","","['Sandwiches', 'Pizza', 'Restaurants', 'Gelato', 'Food', 'Italian']",NA,124283,"","True","True",NA,"","True","True","True","u'no'","","True","","False","False","","","u'none'","","","","False","","","","","","","","",NA,"","True","False","",NA,NA,NA,NA,NA
"232",125128,"avB60OOVc_YOyfbz2AqL_g","Cafe Michelangelo","11901 Bustleton Ave","Philadelphia","PA",19116,40.1214268,-75.0160069,3.5,127,1,"{'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': True, u'romantic': None, u'classy': None, u'upscale': None}""}","Restaurants, Italian","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}","['Restaurants', 'Italian']",2,125128,"","True","True",2,"","True","True","True","u'free'","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","True","True","True","","u'full_bar'","True","'casual'","{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': True, u'romantic': None, u'classy': None, u'upscale': None}","","True","","u'average'","{'dessert': True, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"233",126247,"Yjl8zvY3uujvpbKMXWOpXQ","Joseph's Pizza","7947 Oxford Ave","Philadelphia","PA",19111,40.076064,-75.084728,2.5,75,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'Corkage': 'False', 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}"", 'BYOB': 'False'}","American (Traditional), Restaurants, Cheesesteaks, Italian, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-17:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}","['American (Traditional)', 'Restaurants', 'Cheesesteaks', 'Italian', 'Pizza']",2,126247,"","True","False",2,"","True","True","","u'free'","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","True","False","False","True","False","False","u'full_bar'","True","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","False","","","",NA,"","False","False","",NA,NA,NA,NA,NA
"234",127141,"8JcdN89xv4AqAVRSDLLUHw","D'Angelo's Ristorante Italiano","256 S 20th St","Philadelphia","PA",19103,39.9487291,-75.1744313,3.5,163,1,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'Corkage': 'False', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '3', 'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'BikeParking': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Nightlife, Restaurants, Italian, Bars, Lounges, Dance Clubs","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0'}","['Nightlife', 'Restaurants', 'Italian', 'Bars', 'Lounges', 'Dance Clubs']",3,127141,"","True","True",3,"","True","False","","","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","True","True","True","True","","u'full_bar'","False","u'casual'","{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","",NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}","","False","'yes_free'",NA,NA,NA,NA,NA
