name,address,postal_code,latitude,longitude,stars,review_count,is_open,BusinessAcceptsCreditCards,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,RestaurantsDelivery,Caters,WiFi,WheelchairAccessible,HappyHour,OutdoorSeating,HasTV,RestaurantsReservations,DogsAllowed,Alcohol,GoodForKids,RestaurantsAttire,RestaurantsTableService,RestaurantsGoodForGroups,DriveThru,NoiseLevel,BusinessAcceptsBitcoin,Smoking,Corkage,zipcode
Barrel's Fine Food,1725 Wolf St,19145,39.9228596,-75.1759474,4,49,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,no,FALSE,NA,FALSE,TRUE,TRUE,NA,none,TRUE,casual,NA,TRUE,NA,loud,NA,NA,NA,19145
T&N HomeMade Kitchen,1820 W Moyamensing Ave,19145,39.9143957,-75.1781475,4,83,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,NA,NA,TRUE,TRUE,TRUE,NA,none,TRUE,casual,NA,FALSE,NA,average,NA,NA,NA,19145
Gearo's,1913 Welsh Rd,19115,40.0820736,-75.0372482,3.5,89,1,TRUE,FALSE,2,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,FALSE,NA,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19115
PrimoHoagies,2043 Chestnut St,19103,39.95236268,-75.17501771,4,154,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19103
West Point Pizza,201 N 63rd St,19139,39.9658774,-75.2458779,2,16,1,TRUE,FALSE,1,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19139
PrimoHoagies,2703 E Clearfield St,19134,39.98288108,-75.10469556,4.5,18,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,FALSE,TRUE,NA,quiet,NA,NA,NA,19134
Joe Santucci's Square Pizza Bar & Grill,4050 Woodhaven Rd,19154,40.0859595,-74.9711521,3.5,136,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,NA,TRUE,TRUE,FALSE,NA,full_bar,TRUE,casual,TRUE,TRUE,NA,average,FALSE,NA,FALSE,19154
P&S Ravioli Company,1722 W Oregon Ave,19145,39.9173293,-75.1771444,4,28,1,TRUE,FALSE,1,TRUE,TRUE,NA,no,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,casual,NA,FALSE,NA,NA,NA,NA,NA,19145
Pat's King of Steaks,1237 E Passyunk Ave,19147,39.93320106,-75.15926581,3,4250,1,FALSE,TRUE,2,TRUE,TRUE,FALSE,no,NA,FALSE,TRUE,TRUE,FALSE,TRUE,none,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,FALSE,19147
Gnocchi,613 E Passyunk Ave,19147,39.9413851,-75.1503311,4,260,1,FALSE,TRUE,2,TRUE,TRUE,FALSE,no,NA,NA,TRUE,FALSE,TRUE,NA,none,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19147
Chiquita's Pizzeria & Mexican Grill,746 Snyder Ave,19148,39.9229037,-75.1596341,5,48,1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,FALSE,NA,FALSE,NA,,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,19148
Tortorice's Italian Specialty Sandwiches,233 S 20th St,19103,39.9494916,-75.1739356,4.5,101,1,TRUE,NA,NA,TRUE,TRUE,TRUE,free,NA,NA,None,TRUE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19103
Paganos Market and Bar,2001 Market St,19103,39.95430931,-75.17391773,3,77,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,NA,TRUE,TRUE,TRUE,FALSE,NA,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19103
Pizzeria Beddia,1313 North Lee St,19122,39.970799,-75.13498943,4,599,1,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,full_bar,FALSE,casual,TRUE,TRUE,NA,average,FALSE,no,TRUE,19122
Cicala at the Divine Lorraine,699 N Broad St,19123,39.9666803,-75.160056,4,62,1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,free,TRUE,NA,TRUE,FALSE,TRUE,FALSE,full_bar,NA,NA,TRUE,TRUE,NA,average,NA,NA,TRUE,19123
Pizza Boli's,3883 Glendale St,19124,40.005815,-75.101674,2.5,19,1,TRUE,NA,2,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,19124
Caffe Ida,1732 W Passyunk Ave,19145,39.924223,-75.175689,5,33,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,NA,NA,TRUE,TRUE,TRUE,NA,none,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,FALSE,19145
PrimoHoagies,304 Market St,19106,39.949975,-75.146054,3,42,1,TRUE,FALSE,1,TRUE,TRUE,TRUE,free,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,FALSE,NA,NA,NA,NA,NA,19106
Little Italy Pizza,901 South St,19147,39.942855,-75.157207,3.5,241,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,no,NA,NA,TRUE,TRUE,FALSE,NA,none,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,NA,19147
Ed's Buffalo Wings & Pizza,3513 Lancaster Ave,19104,39.9583155,-75.1928745,3,190,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19104
Mr Martino's Trattoria,1646 E Passyunk Ave,19148,39.929019,-75.164705,4,153,1,FALSE,TRUE,2,FALSE,TRUE,FALSE,no,NA,NA,FALSE,FALSE,TRUE,NA,none,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19148
Barra Rossa Ristorante,929 Walnut St,19107,39.94856663,-75.157169,3.5,366,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,NA,TRUE,FALSE,TRUE,TRUE,FALSE,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19107
Evo Brickoven Pizza,277 W Mt Pleasant Ave,19119,40.0546098,-75.1939698,4,172,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,none,TRUE,casual,TRUE,TRUE,NA,quiet,FALSE,NA,NA,19119
Rocco's Italian Sausage,1601 S Columbus Blvd,19148,39.9255959,-75.14280209,4.5,89,1,FALSE,TRUE,1,TRUE,FALSE,NA,no,NA,NA,TRUE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19148
Savas,3505 Lancaster Ave,19104,39.9583061,-75.1927263,3,228,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,NA,TRUE,TRUE,TRUE,TRUE,NA,full_bar,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19104
Villa Di Roma,936 S 9th St,19147,39.9379512,-75.158238,4,421,1,FALSE,TRUE,2,TRUE,FALSE,FALSE,free,NA,NA,FALSE,TRUE,TRUE,NA,full_bar,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19147
Alice Pizza,1234 Market St,19107,39.9523077,-75.1613011,4.5,10,1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,no,TRUE,NA,FALSE,FALSE,,NA,none,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,19107
Cafe Michelangelo,11901 Bustleton Ave,19116,40.1214268,-75.0160069,3.5,127,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,NA,NA,TRUE,TRUE,TRUE,NA,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19116
Joseph's Pizza,7947 Oxford Ave,19111,40.076064,-75.084728,2.5,75,1,TRUE,FALSE,2,TRUE,TRUE,NA,free,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,full_bar,TRUE,casual,TRUE,TRUE,NA,average,FALSE,NA,FALSE,19111
D'Angelo's Ristorante Italiano,256 S 20th St,19103,39.9487291,-75.1744313,3.5,163,1,TRUE,TRUE,3,TRUE,FALSE,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,FALSE,19103
Linden Italian Market,4011 Linden Ave,19114,40.054553,-75.0042264,3,21,1,NA,NA,1,TRUE,FALSE,FALSE,no,NA,NA,FALSE,TRUE,FALSE,NA,NA,TRUE,casual,NA,TRUE,NA,NA,NA,NA,FALSE,19114
Bill's Family Pizza,8200 Frankford Ave,19136,40.04325071,-75.023849,2.5,9,1,TRUE,FALSE,1,TRUE,TRUE,FALSE,no,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,none,TRUE,casual,FALSE,TRUE,NA,average,FALSE,NA,NA,19136
Spasso Italian Grill,34 S Front St,19106,39.948706,-75.142687,4,541,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,NA,FALSE,TRUE,TRUE,TRUE,NA,full_bar,TRUE,casual,TRUE,TRUE,NA,average,NA,no,NA,19106
La Nonna,214 S St,19147,39.94117,-75.146112,4.5,160,1,FALSE,TRUE,2,TRUE,FALSE,TRUE,free,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,none,TRUE,casual,TRUE,TRUE,NA,average,FALSE,no,FALSE,19147
Pietro's Coal Oven Pizzeria,121 South St,19147,39.941209,-75.144858,4,216,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,no,NA,TRUE,TRUE,TRUE,TRUE,NA,full_bar,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19147
Mercato BYOB,1216 Spruce St,19107,39.9464996,-75.1617652,4,709,1,TRUE,FALSE,3,TRUE,TRUE,TRUE,no,FALSE,FALSE,TRUE,FALSE,TRUE,NA,none,FALSE,casual,TRUE,TRUE,NA,average,NA,NA,FALSE,19107
The Capital Grille,1338-46 Chestnut St,19107,39.95061347,-75.16360803,4,634,1,TRUE,FALSE,3,TRUE,TRUE,TRUE,free,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,full_bar,FALSE,dressy,TRUE,TRUE,NA,average,FALSE,no,NA,19107
Scarpetta,210 W Rittenhouse Square,19103,39.94986573,-75.17339163,4,213,1,TRUE,TRUE,3,TRUE,TRUE,FALSE,free,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,full_bar,FALSE,dressy,TRUE,TRUE,NA,loud,FALSE,no,NA,19103
LaScala's Pronto,1501 Spring Garden St,19130,39.9629157,-75.1631614,3.5,171,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,no,FALSE,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19130
Ristorante Mamma Maria's,1637 E Passyunk Ave,19148,39.9290917,-75.1640917,3.5,97,1,TRUE,NA,2,TRUE,TRUE,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,FALSE,casual,NA,TRUE,NA,loud,NA,NA,NA,19148
Not Just Pizza,2240 S 11th St,19148,39.9213449,-75.1651519,2.5,97,1,TRUE,FALSE,1,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,NA,19148
Lee's Market,423 N 36th St,19104,39.96230332,-75.19407749,4.5,18,1,TRUE,NA,1,TRUE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,TRUE,casual,NA,TRUE,NA,NA,NA,NA,NA,19104
Local Tavern,"8000 Essington Ave, Gate F11, Terminal F",19153,39.8951784,-75.2279726,2.5,275,1,TRUE,FALSE,2,TRUE,FALSE,FALSE,free,NA,FALSE,FALSE,TRUE,FALSE,NA,full_bar,FALSE,casual,TRUE,TRUE,NA,average,NA,no,NA,19153
Gino's Pizza Cafe,7326 Frankford Ave,19136,40.03738076,-75.03969209,4.5,70,1,TRUE,FALSE,2,TRUE,TRUE,FALSE,no,TRUE,NA,FALSE,TRUE,TRUE,FALSE,full_bar,TRUE,casual,TRUE,TRUE,NA,average,FALSE,NA,NA,19136
Johnnie's Italian Specialties,2240 S 12th St,19148,39.9215499,-75.1667365,3,22,1,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,19148
Koreana,3801 Chestnut St,19104,39.95561661,-75.19892653,3.5,363,1,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,TRUE,NA,TRUE,TRUE,FALSE,NA,beer_and_wine,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,NA,19104
Fiesta Pizza,4518 Baltimore Ave,19143,39.9486043,-75.2134574,3,71,1,TRUE,TRUE,1,TRUE,TRUE,FALSE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19143
CIBO Bistro Wine Bar,"8000 Essington Ave, Level 2, Terminal B",19153,39.875016,-75.243913,3,129,1,TRUE,FALSE,2,TRUE,FALSE,FALSE,free,NA,NA,FALSE,TRUE,FALSE,NA,full_bar,FALSE,casual,NA,FALSE,NA,loud,NA,NA,NA,19153
Kitchen Gia,3400 Civic Center Blvd,19104,39.94780003,-75.19326104,3,42,1,TRUE,TRUE,2,TRUE,None,FALSE,free,NA,NA,TRUE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,very_loud,NA,NA,NA,19104
PrimoHoagies,51 Bethlehem Pike,19118,40.07821817,-75.20824224,3,30,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19118
Action Pizza,7202 Ogontz Ave,19138,40.0642131,-75.1538654,2,13,1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19138
Modo Mio Taverna,705 S 5th St,19147,39.940039,-75.151019,4.5,25,1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,no,TRUE,TRUE,TRUE,FALSE,TRUE,NA,full_bar,NA,NA,TRUE,NA,NA,NA,NA,no,NA,19147
Ristorante Pesto,1915 S Broad St,19148,39.9263553,-75.1689367,4.5,578,1,TRUE,FALSE,2,TRUE,TRUE,TRUE,no,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,full_bar,TRUE,casual,TRUE,TRUE,NA,average,FALSE,NA,NA,19148
Café Carmela,2859 Holme Ave,19152,40.05717306,-75.03033801,4.5,103,1,TRUE,TRUE,2,TRUE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,none,NA,NA,TRUE,NA,NA,average,FALSE,NA,NA,19152
Monster Vegan,1229 Spruce St,19107,39.94676119,-75.16224021,4.5,64,1,NA,NA,2,TRUE,TRUE,NA,NA,NA,NA,TRUE,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19107
Club Adesso,"1519 Walnut St, Fl 2",19102,39.9498741,-75.1668733,2.5,12,1,TRUE,NA,3,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,full_bar,FALSE,dressy,NA,TRUE,NA,NA,NA,NA,NA,19102
Mixto,1141 Pine St,19107,39.945195,-75.161082,4,1246,1,TRUE,FALSE,2,TRUE,TRUE,TRUE,free,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,FALSE,casual,TRUE,TRUE,NA,average,FALSE,NA,NA,19107
Cry Baby Pasta,627 S 3rd St,19147,39.94061272,-75.14757201,3.5,198,1,TRUE,NA,2,TRUE,TRUE,FALSE,free,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,full_bar,TRUE,casual,TRUE,TRUE,NA,NA,FALSE,no,NA,19147
Bravo Pizza II,1323 Lindley Ave,19141,40.0304136,-75.1456061,2,13,1,TRUE,NA,1,TRUE,TRUE,NA,NA,NA,NA,FALSE,NA,,NA,NA,TRUE,casual,NA,FALSE,NA,average,NA,NA,NA,19141
Saloon Restaurant,750 S 7th St,19147,39.9398664,-75.1545609,4.5,190,1,TRUE,TRUE,3,TRUE,TRUE,FALSE,free,NA,FALSE,TRUE,FALSE,TRUE,FALSE,full_bar,FALSE,casual,TRUE,TRUE,NA,average,FALSE,NA,NA,19147
Messina Club,1533 S 10th St,19147,39.9297638,-75.1614432,4.5,14,1,FALSE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,19147
Cappys Cafe,6901 Frankford Ave,19135,40.0328076,-75.0482692,4,20,1,FALSE,FALSE,2,TRUE,TRUE,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19135
Mister P’s Pizza & Pasta,7138 Ridge Ave,19128,40.044187,-75.231975,3.5,58,1,TRUE,FALSE,1,TRUE,TRUE,FALSE,no,NA,NA,FALSE,TRUE,TRUE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19128
Pizza Hut,4501 Castor Ave,19124,40.017104,-75.096448,1.5,14,1,TRUE,NA,1,TRUE,TRUE,FALSE,NA,NA,NA,FALSE,TRUE,,NA,none,FALSE,casual,NA,NA,NA,average,NA,NA,NA,19124
LaScala's Birra,1700 E Passyunk Ave,19148,39.92867391,-75.16509328,4,383,1,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,TRUE,TRUE,TRUE,TRUE,TRUE,NA,full_bar,TRUE,casual,TRUE,TRUE,NA,average,NA,no,NA,19148
LaScala's Fire,615 Chestnut St,19106,39.9496281,-75.1518931,3.5,43,1,NA,NA,2,TRUE,TRUE,NA,NA,NA,NA,TRUE,TRUE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19106
Slice,431 E Girard Ave,19125,39.97071267,-75.12970716,3.5,90,1,FALSE,FALSE,2,TRUE,TRUE,TRUE,free,FALSE,NA,TRUE,FALSE,FALSE,FALSE,none,TRUE,casual,TRUE,TRUE,NA,NA,FALSE,NA,NA,19125
Brazilian Pizza Philly,7518 Castor Ave,19152,40.0550057,-75.0630083,4,5,1,TRUE,FALSE,NA,TRUE,TRUE,TRUE,free,TRUE,NA,FALSE,TRUE,TRUE,NA,none,NA,NA,TRUE,TRUE,NA,NA,NA,NA,FALSE,19152
New Style Pizzeria,4060 Chestnut St,19104,39.9557374,-75.204671,3.5,65,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,TRUE,NA,FALSE,TRUE,FALSE,TRUE,none,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,NA,19104
Baby Boss Pizza and Grill,4625 Princeton Ave,19135,40.0287705,-75.0391079,3,17,1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19135
Wm Mulherin's Sons,1355 N Front St,19122,39.971709,-75.135062,4.5,610,1,TRUE,TRUE,3,TRUE,TRUE,FALSE,free,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,full_bar,FALSE,casual,TRUE,TRUE,NA,average,FALSE,no,NA,19122
Giuseppe & Sons,1523 Sansom St,19102,39.9504997,-75.166696,4,248,1,TRUE,NA,2,TRUE,TRUE,TRUE,free,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,full_bar,NA,NA,TRUE,TRUE,NA,average,NA,NA,NA,19102
Restaurant Ambra,705 S 4th St,19147,39.9403236,-75.1492998,5,61,1,TRUE,NA,4,TRUE,TRUE,FALSE,no,NA,TRUE,FALSE,TRUE,TRUE,NA,full_bar,FALSE,dressy,TRUE,FALSE,NA,quiet,NA,NA,NA,19147
Luigi’s Pizza Fresca,2401 Fairmount Ave,19130,39.9675505,-75.1771216,4,249,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,no,NA,NA,TRUE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19130
PrimoHoagies,6024 Ridge Ave,19128,40.03248279,-75.21443032,3,55,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,FALSE,NA,average,NA,NA,NA,19128
Bar One,767 S 9th St,19147,39.93982457,-75.15744656,4,65,0,TRUE,TRUE,2,TRUE,TRUE,FALSE,free,,TRUE,FALSE,TRUE,FALSE,,full_bar,FALSE,casual,TRUE,TRUE,NA,average,NA,no,NA,19147
24,2401 Walnut St,19103,39.9515211,-75.1798731,3.5,111,0,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,TRUE,casual,TRUE,TRUE,NA,loud,FALSE,no,NA,19103
Germantown Pizza,1517 N 4th St,19122,39.9742039,-75.1420764,3,20,0,TRUE,TRUE,1,TRUE,TRUE,,no,TRUE,NA,TRUE,NA,FALSE,,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19122
Pizza Hut,"2715 S Front St, Ste 9",19148,39.9130548,-75.149704,1.5,25,0,TRUE,FALSE,1,TRUE,TRUE,TRUE,NA,,NA,FALSE,FALSE,FALSE,,none,FALSE,casual,NA,FALSE,NA,NA,NA,NA,NA,19148
Divino Wine Bar,267 S 19th St,19103,39.9482333,-75.1726372,3.5,10,0,TRUE,NA,2,TRUE,FALSE,,NA,,TRUE,TRUE,NA,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,NA,NA,NA,NA,19103
Capofitto,233 Chestnut St,19106,39.94857751,-75.14502257,4.5,205,0,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,full_bar,TRUE,casual,TRUE,TRUE,NA,average,FALSE,no,NA,19106
Rocchino's,239 Chestnut St,19106,39.948818,-75.1456539,3,20,0,TRUE,NA,3,TRUE,FALSE,,no,,TRUE,TRUE,TRUE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19106
Barra Restaurant,239 Chestnut St,19106,39.948818,-75.1456539,2.5,117,0,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,,TRUE,TRUE,TRUE,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19106
In Riva,4116 Ridge Ave,19129,40.0078746,-75.1924072,4,729,0,TRUE,TRUE,2,TRUE,TRUE,FALSE,free,,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19129
Fratelly Pizza & Restaurant,2383 Cottman Ave,19149,40.04787861,-75.05933095,2,20,0,TRUE,NA,1,TRUE,TRUE,,no,,NA,,TRUE,FALSE,,none,TRUE,casual,NA,TRUE,NA,NA,NA,NA,NA,19149
Venuto's Old World Pizza,6024 Ridge Ave,19128,40.0322069,-75.2142546,3,5,0,TRUE,NA,1,TRUE,TRUE,,NA,,NA,FALSE,NA,FALSE,,none,TRUE,casual,NA,TRUE,NA,NA,NA,NA,NA,19128
Ava Restaurant,518 S Third St,19147,39.9420412,-75.147714,3.5,9,0,TRUE,NA,2,TRUE,FALSE,,NA,,NA,TRUE,NA,TRUE,,none,TRUE,casual,NA,TRUE,NA,NA,NA,NA,FALSE,19147
Walnut Street Pizza,200 S Broad St,19102,39.9491834,-75.1647772,2.5,6,0,TRUE,TRUE,1,TRUE,FALSE,TRUE,free,TRUE,NA,FALSE,FALSE,FALSE,,none,TRUE,casual,FALSE,FALSE,NA,loud,FALSE,NA,NA,19102
Amici's Deli,2355 S Woodstock St,19145,39.92198904,-75.18054239,3,9,0,TRUE,NA,1,,TRUE,,NA,,NA,,NA,FALSE,,NA,TRUE,casual,NA,NA,NA,NA,NA,NA,NA,19145
Il Tartufo,4341 Main St,19127,40.0255207,-75.2232588,3,85,0,TRUE,TRUE,3,TRUE,FALSE,FALSE,free,,NA,TRUE,FALSE,TRUE,,full_bar,FALSE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19127
LaScala's,615 Chestnut St,19106,39.949529,-75.152139,3.5,367,0,TRUE,TRUE,2,TRUE,FALSE,TRUE,free,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,TRUE,casual,TRUE,TRUE,NA,average,FALSE,NA,FALSE,19106
Stella Sera,8630 Germantown Ave,19118,40.0770647,-75.2087089,4,48,0,TRUE,FALSE,2,,FALSE,,no,,NA,FALSE,FALSE,TRUE,,none,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19118
Casselli's Ristorante,7620 Ridge Ave,19128,40.1414879,-74.9846616,3.5,39,0,FALSE,TRUE,2,FALSE,FALSE,TRUE,no,,NA,FALSE,FALSE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19128
Eatalia,2723 E Cumberland St,19125,39.97495147,-75.11845317,4,166,0,FALSE,TRUE,2,TRUE,FALSE,FALSE,no,,NA,TRUE,FALSE,TRUE,,none,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19125
"A Tutti, Ristorante Italiano",5154 Ridge Ave,19128,40.018238,-75.2115092,4.5,78,0,TRUE,NA,2,TRUE,TRUE,TRUE,free,,NA,FALSE,TRUE,TRUE,,none,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,19128
Lucatelli's,1709 Chestnut St,19103,39.951761,-75.16913,5,8,0,NA,NA,NA,None,None,,NA,,NA,TRUE,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19103
Pizza Hut,3451 Aramingo Ave,19134,39.9914699,-75.09973342,3,10,0,TRUE,NA,1,TRUE,FALSE,FALSE,NA,,NA,FALSE,TRUE,FALSE,,none,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19134
London Grill,2301 Fairmount Ave,19130,39.9675638,-75.1754915,3,350,0,TRUE,TRUE,2,TRUE,TRUE,FALSE,free,,TRUE,TRUE,TRUE,TRUE,,full_bar,TRUE,casual,NA,TRUE,NA,average,NA,NA,FALSE,19130
Toscanini Grill and Pizza,2200 E Lehigh Ave,19125,39.9839188,-75.1198871,3,9,0,TRUE,NA,NA,TRUE,TRUE,,NA,,NA,,NA,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19125
Bocconcini,1334 Pine St,19107,39.9453439,-75.1642327,4.5,163,0,TRUE,FALSE,2,TRUE,TRUE,TRUE,free,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,none,TRUE,casual,TRUE,TRUE,NA,very_loud,FALSE,NA,FALSE,19107
Tre Scalini Ristorante,1915 E Passyunk Ave,19148,39.9262103,-75.1675231,3.5,159,0,TRUE,TRUE,3,TRUE,FALSE,,no,,NA,TRUE,TRUE,TRUE,,none,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19148
Giorgio Pizza on Pine,1334 Pine St,19107,39.9453439,-75.1642327,2.5,19,0,TRUE,FALSE,2,TRUE,TRUE,,NA,,NA,FALSE,TRUE,TRUE,,NA,TRUE,casual,NA,TRUE,NA,NA,NA,NA,NA,19107
Pizza Hut,9850 Bustleton Ave,19115,40.093788,-75.03178306,1.5,18,0,TRUE,NA,1,TRUE,TRUE,TRUE,NA,,NA,FALSE,TRUE,FALSE,,none,FALSE,casual,NA,TRUE,NA,average,NA,NA,NA,19115
